text,intent,labelIndex
show flights on us air from pittsburgh to oakland connecting through denver,flight,0
a listing of all flights from boston to baltimore before 10 am on thursday,flight,0
what airport in new york is closest to downtown,airport,5
what flights are there from tampa to charlotte,flight,0
what is the earliest flight from boston to philadelphia,flight,0
show me all flights from denver to san francisco,flight,0
all flights from long beach to phoenix,flight,0
what is ff,abbreviation,8
i 'd like a nonstop flight from atlanta to baltimore that gets in around 7 pm,flight,0
evening flights from philadelphia to oakland,flight,0
what does ap57 mean,abbreviation,8
please list any flights from oakland california to philadelphia on tuesday,flight,0
show flights from san francisco to denver on wednesday and thursday,flight,0
can you tell me the cheapest one way fare from boston to san francisco,airfare,2
what ground transportation is available in denver,ground_service,4
show me the flights from boston to pittsburgh on thursday,flight,0
what flights are available from philadelphia to denver on sundays,flight,0
list flights from philadelphia to dallas that stop in atlanta,flight,0
list airlines serving between denver and san francisco,airline,6
what 's the cheapest fare for a round trip from indianapolis to orlando on december twenty seventh,airfare,2
what are the lowest one way fares from pittsburgh to atlanta,airfare,2
what flights from new york to los angeles,flight,0
what is fare code f,abbreviation,8
flights from denver to seattle on saturday morning on continental,flight,0
what is the least expensive flight from pittsburgh to atlanta leaving on october fifth,flight,0
give me the list of flights for continental between denver and boston,flight,0
list daily flights from oakland to boston using continental airlines,flight,0
what flights from tacoma to orlando on saturday,flight,0
what are the coach class fares on flights from pittsburgh to atlanta,airfare,2
what is the meaning of restriction ap80,abbreviation,8
i need a flight from los angeles to charlotte today,flight,0
show me all the types of aircraft,aircraft,3
what is restriction ap80,restriction,16
show me all flights from atlanta to san francisco which leave the day after tomorrow after 5 o'clock pm,flight,0
i need a flight from new york to toronto thursday may six arriving by noon,flight,0
what are my choices of flights leaving early afternoon from minneapolis to indianapolis,flight,0
now i need flight information leaving atlanta and arriving in baltimore in the afternoon,flight,0
please list all flights from baltimore to atlanta,flight,0
what are all the flights available between pittsburgh and dallas fort worth,flight,0
from denver to pittsburgh on april twenty first i need the cheapest flight,flight,0
find the flights leaving dallas and going to san francisco that leave after 5 pm,flight,0
flights from new york to miami,flight,0
list flights from philadelphia to dallas,flight,0
i need a flight from pittsburgh to los angeles thursday evening,flight,0
what is the cheapest flight from denver to pittsburgh leaving on september twenty eighth,flight,0
what flights are there from houston to dallas,flight,0
what does ground transportation look like in oakland,ground_service,4
list all nonstop flights from la to pittsburgh before 5 pm on tuesday,flight,0
show me the flights from denver to las vegas,flight,0
what flights are available from denver to dallas fort worth in the afternoons,flight,0
i need a flight from new york city to montreal tomorrow,flight,0
show me the names of airlines in atlanta,airline,6
i 'd like to fly from san francisco to boston with a stopover in dallas fort worth and i want to fly on delta airlines,flight,0
i need to find a plane from boston to san francisco on friday,aircraft,3
show me a list of flights from denver to san francisco for september first 1991,flight,0
i need a flight from kansas city to newark on the first of july,flight,0
what aircraft has the largest seating capacity,aircraft,3
what is ewr,abbreviation,8
what ground transportation is available at baltimore,ground_service,4
find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,flight,0
