,text,intent,labelIndex,queryCut,queryCutRMStopWord,queryFinal
11409,find a picture called battlefield network ,SearchCreativeWork,6,"['find', 'a', 'picture', 'called', 'battlefield', 'network']","['find', 'a', 'picture', 'called', 'battlefield', 'network']","['find', 'a', 'picture', 'called', 'battlefield']"
11410,book a taverna for me and jami,BookRestaurant,4,"['book', 'a', 'taverna', 'for', 'me', 'and', 'jami']","['book', 'a', 'taverna', 'for', 'me', 'and', 'jami']","['book', 'a', 'taverna', 'for', 'me', 'and']"
11411,i need to find a table for 4 at a brasserie that has fondue,BookRestaurant,4,"['i', 'need', 'to', 'find', 'a', 'table', 'for', '4', 'at', 'a', 'brasserie', 'that', 'has', 'fondue']","['i', 'need', 'to', 'find', 'a', 'table', 'for', '4', 'at', 'a', 'brasserie', 'that', 'has', 'fondue']","['i', 'need', 'to', 'find', 'a', 'table', 'for', '4', 'at', 'a', 'brasserie', 'that', 'has']"
11412,i want to hear papa mali s songs from the fifties,PlayMusic,0,"['i', 'want', 'to', 'hear', 'papa', 'mali', 's', 'songs', 'from', 'the', 'fifties']","['i', 'want', 'to', 'hear', 'papa', 'mali', 's', 'songs', 'from', 'the', 'fifties']","['i', 'want', 'to', 'hear', 's', 'songs', 'from', 'the', 'fifties']"
11413,is it warmer in monson  u s  minor outlying islands,GetWeather,5,"['is', 'it', 'warmer', 'in', 'monson', 'u', 's', 'minor', 'outlying', 'islands']","['is', 'it', 'warmer', 'in', 'monson', 'u', 's', 'minor', 'outlying', 'islands']","['is', 'it', 'warmer', 'in', 'u', 's', 'islands']"
11414,find a movie schedule ,SearchScreeningEvent,3,"['find', 'a', 'movie', 'schedule']","['find', 'a', 'movie', 'schedule']","['find', 'a', 'movie', 'schedule']"
11415,patty and i need a table booked at a highly rated restaurant in sandstone ,BookRestaurant,4,"['patty', 'and', 'i', 'need', 'a', 'table', 'booked', 'at', 'a', 'highly', 'rated', 'restaurant', 'in', 'sandstone']","['patty', 'and', 'i', 'need', 'a', 'table', 'booked', 'at', 'a', 'highly', 'rated', 'restaurant', 'in', 'sandstone']","['and', 'i', 'need', 'a', 'table', 'at', 'a', 'highly', 'rated', 'restaurant', 'in']"
11416,use groove shark to play krizz kaliko,PlayMusic,0,"['use', 'groove', 'shark', 'to', 'play', 'krizz', 'kaliko']","['use', 'groove', 'shark', 'to', 'play', 'krizz', 'kaliko']","['use', 'groove', 'shark', 'to', 'play']"
11417,can you find me a showing for before the music dies in one second ,SearchScreeningEvent,3,"['can', 'you', 'find', 'me', 'a', 'showing', 'for', 'before', 'the', 'music', 'dies', 'in', 'one', 'second']","['can', 'you', 'find', 'me', 'a', 'showing', 'for', 'before', 'the', 'music', 'dies', 'in', 'one', 'second']","['can', 'you', 'find', 'me', 'a', 'showing', 'for', 'before', 'the', 'music', 'in', 'one', 'second']"
11418,will it be cold in wheatley provincial park,GetWeather,5,"['will', 'it', 'be', 'cold', 'in', 'wheatley', 'provincial', 'park']","['will', 'it', 'be', 'cold', 'in', 'wheatley', 'provincial', 'park']","['will', 'it', 'be', 'cold', 'in', 'provincial', 'park']"
11419,i think that the wizard is a four of 6 ,RateBook,2,"['i', 'think', 'that', 'the', 'wizard', 'is', 'a', 'four', 'of', '6']","['i', 'think', 'that', 'the', 'wizard', 'is', 'a', 'four', 'of', '6']","['i', 'think', 'that', 'the', 'wizard', 'is', 'a', 'four', 'of', '6']"
11420,find the schedule for no time to be young at amc theaters ,SearchScreeningEvent,3,"['find', 'the', 'schedule', 'for', 'no', 'time', 'to', 'be', 'young', 'at', 'amc', 'theaters']","['find', 'the', 'schedule', 'for', 'no', 'time', 'to', 'be', 'young', 'at', 'amc', 'theaters']","['find', 'the', 'schedule', 'for', 'no', 'time', 'to', 'be', 'young', 'at', 'amc', 'theaters']"
11421,add artist my laundry playlist,AddToPlaylist,1,"['add', 'artist', 'my', 'laundry', 'playlist']","['add', 'artist', 'my', 'laundry', 'playlist']","['add', 'artist', 'my', 'laundry', 'playlist']"
11422,play some sabah from the eighties,PlayMusic,0,"['play', 'some', 'sabah', 'from', 'the', 'eighties']","['play', 'some', 'sabah', 'from', 'the', 'eighties']","['play', 'some', 'from', 'the', 'eighties']"
11423,rate the current novel one out of 6,RateBook,2,"['rate', 'the', 'current', 'novel', 'one', 'out', 'of', '6']","['rate', 'the', 'current', 'novel', 'one', 'out', 'of', '6']","['rate', 'the', 'current', 'novel', 'one', 'out', 'of', '6']"
11424,what is the trailer for feel the passion ,SearchCreativeWork,6,"['what', 'is', 'the', 'trailer', 'for', 'feel', 'the', 'passion']","['what', 'is', 'the', 'trailer', 'for', 'feel', 'the', 'passion']","['what', 'is', 'the', 'trailer', 'for', 'feel', 'the', 'passion']"
11425,what s the weather forecast for crystal lake park,GetWeather,5,"['what', 's', 'the', 'weather', 'forecast', 'for', 'crystal', 'lake', 'park']","['what', 's', 'the', 'weather', 'forecast', 'for', 'crystal', 'lake', 'park']","['what', 's', 'the', 'weather', 'forecast', 'for', 'crystal', 'lake', 'park']"
11426,the songs to sing in the car playlist needs k j yesudas discography in it  ,AddToPlaylist,1,"['the', 'songs', 'to', 'sing', 'in', 'the', 'car', 'playlist', 'needs', 'k', 'j', 'yesudas', 'discography', 'in', 'it']","['the', 'songs', 'to', 'sing', 'in', 'the', 'car', 'playlist', 'needs', 'k', 'j', 'yesudas', 'discography', 'in', 'it']","['the', 'songs', 'to', 'sing', 'in', 'the', 'car', 'playlist', 'needs', 'k', 'j', 'discography', 'in', 'it']"
11427,play music by cass elliot,PlayMusic,0,"['play', 'music', 'by', 'cass', 'elliot']","['play', 'music', 'by', 'cass', 'elliot']","['play', 'music', 'by']"
11428,rate this album one stars,RateBook,2,"['rate', 'this', 'album', 'one', 'stars']","['rate', 'this', 'album', 'one', 'stars']","['rate', 'this', 'album', 'one', 'stars']"
11429,book a table for ten downtown at a close-by restaurant,BookRestaurant,4,"['book', 'a', 'table', 'for', 'ten', 'downtown', 'at', 'a', 'close-by', 'restaurant']","['book', 'a', 'table', 'for', 'ten', 'downtown', 'at', 'a', 'close-by', 'restaurant']","['book', 'a', 'table', 'for', 'ten', 'downtown', 'at', 'a', 'close-by', 'restaurant']"
11430,what weather will it be in battlement mesa,GetWeather,5,"['what', 'weather', 'will', 'it', 'be', 'in', 'battlement', 'mesa']","['what', 'weather', 'will', 'it', 'be', 'in', 'battlement', 'mesa']","['what', 'weather', 'will', 'it', 'be', 'in']"
11431,what movie times are there for 5 p m ,SearchScreeningEvent,3,"['what', 'movie', 'times', 'are', 'there', 'for', '5', 'p', 'm']","['what', 'movie', 'times', 'are', 'there', 'for', '5', 'p', 'm']","['what', 'movie', 'times', 'are', 'there', 'for', '5', 'p', 'm']"
11432,show panic in the streets,SearchCreativeWork,6,"['show', 'panic', 'in', 'the', 'streets']","['show', 'panic', 'in', 'the', 'streets']","['show', 'in', 'the']"
11433,book a restaurant in liechtenstein for seven people ,BookRestaurant,4,"['book', 'a', 'restaurant', 'in', 'liechtenstein', 'for', 'seven', 'people']","['book', 'a', 'restaurant', 'in', 'liechtenstein', 'for', 'seven', 'people']","['book', 'a', 'restaurant', 'in', 'liechtenstein', 'for', 'seven', 'people']"
11434,when is the woman going to be scheduled at the closest movie house,SearchScreeningEvent,3,"['when', 'is', 'the', 'woman', 'going', 'to', 'be', 'scheduled', 'at', 'the', 'closest', 'movie', 'house']","['when', 'is', 'the', 'woman', 'going', 'to', 'be', 'scheduled', 'at', 'the', 'closest', 'movie', 'house']","['when', 'is', 'the', 'woman', 'going', 'to', 'be', 'scheduled', 'at', 'the', 'closest', 'movie', 'house']"
11435,season of the witch: how the occult saved rock and roll gets five points,RateBook,2,"['season', 'of', 'the', 'witch', ':', 'how', 'the', 'occult', 'saved', 'rock', 'and', 'roll', 'gets', 'five', 'points']","['season', 'of', 'the', 'witch', ':', 'how', 'the', 'occult', 'saved', 'rock', 'and', 'roll', 'gets', 'five', 'points']","['season', 'of', 'the', ':', 'how', 'the', 'rock', 'and', 'roll', 'gets', 'five', 'points']"
11436,add to isabella s club hits this song,AddToPlaylist,1,"['add', 'to', 'isabella', 's', 'club', 'hits', 'this', 'song']","['add', 'to', 'isabella', 's', 'club', 'hits', 'this', 'song']","['add', 'to', 's', 'club', 'hits', 'this', 'song']"
11437,i need a table in the state of la for katina and josefina gray,BookRestaurant,4,"['i', 'need', 'a', 'table', 'in', 'the', 'state', 'of', 'la', 'for', 'katina', 'and', 'josefina', 'gray']","['i', 'need', 'a', 'table', 'in', 'the', 'state', 'of', 'la', 'for', 'katina', 'and', 'josefina', 'gray']","['i', 'need', 'a', 'table', 'in', 'the', 'state', 'of', 'la', 'for', 'and', 'gray']"
11438,play stevan faddy on google music ,PlayMusic,0,"['play', 'stevan', 'faddy', 'on', 'google', 'music']","['play', 'stevan', 'faddy', 'on', 'google', 'music']","['play', 'on', 'google', 'music']"
11439,i would give zero stars to a concise treatise on the art of angling out of 6 ,RateBook,2,"['i', 'would', 'give', 'zero', 'stars', 'to', 'a', 'concise', 'treatise', 'on', 'the', 'art', 'of', 'angling', 'out', 'of', '6']","['i', 'would', 'give', 'zero', 'stars', 'to', 'a', 'concise', 'treatise', 'on', 'the', 'art', 'of', 'angling', 'out', 'of', '6']","['i', 'would', 'give', 'zero', 'stars', 'to', 'a', 'on', 'the', 'art', 'of', 'out', 'of', '6']"
11440,give 0 out of 6 points to this album,RateBook,2,"['give', '0', 'out', 'of', '6', 'points', 'to', 'this', 'album']","['give', '0', 'out', 'of', '6', 'points', 'to', 'this', 'album']","['give', '0', 'out', 'of', '6', 'points', 'to', 'this', 'album']"
11441,which animated movies are showing at the neighborhood cinema group,SearchScreeningEvent,3,"['which', 'animated', 'movies', 'are', 'showing', 'at', 'the', 'neighborhood', 'cinema', 'group']","['which', 'animated', 'movies', 'are', 'showing', 'at', 'the', 'neighborhood', 'cinema', 'group']","['which', 'animated', 'movies', 'are', 'showing', 'at', 'the', 'neighborhood', 'cinema', 'group']"
11442,is there any hail in monterey bay national marine sanctuary,GetWeather,5,"['is', 'there', 'any', 'hail', 'in', 'monterey', 'bay', 'national', 'marine', 'sanctuary']","['is', 'there', 'any', 'hail', 'in', 'monterey', 'bay', 'national', 'marine', 'sanctuary']","['is', 'there', 'any', 'hail', 'in', 'monterey', 'bay', 'national', 'marine', 'sanctuary']"
11443,where can i listen to willy and the poor boys,SearchCreativeWork,6,"['where', 'can', 'i', 'listen', 'to', 'willy', 'and', 'the', 'poor', 'boys']","['where', 'can', 'i', 'listen', 'to', 'willy', 'and', 'the', 'poor', 'boys']","['where', 'can', 'i', 'listen', 'to', 'and', 'the', 'boys']"
11444,find the closest cinema with animated movies,SearchScreeningEvent,3,"['find', 'the', 'closest', 'cinema', 'with', 'animated', 'movies']","['find', 'the', 'closest', 'cinema', 'with', 'animated', 'movies']","['find', 'the', 'closest', 'cinema', 'with', 'animated', 'movies']"
11445,rate my current book one stars,RateBook,2,"['rate', 'my', 'current', 'book', 'one', 'stars']","['rate', 'my', 'current', 'book', 'one', 'stars']","['rate', 'my', 'current', 'book', 'one', 'stars']"
11446,will it be stormy on 4/3/2027 in new rochelle  wy,GetWeather,5,"['will', 'it', 'be', 'stormy', 'on', '4/3/2027', 'in', 'new', 'rochelle', 'wy']","['will', 'it', 'be', 'stormy', 'on', '4/3/2027', 'in', 'new', 'rochelle', 'wy']","['will', 'it', 'be', 'stormy', 'on', 'in', 'new', 'wy']"
11447,add this track to my flamenco pa ti,AddToPlaylist,1,"['add', 'this', 'track', 'to', 'my', 'flamenco', 'pa', 'ti']","['add', 'this', 'track', 'to', 'my', 'flamenco', 'pa', 'ti']","['add', 'this', 'track', 'to', 'my', 'pa', 'ti']"
11448,find the movie times for movies playing in the neighborhood,SearchScreeningEvent,3,"['find', 'the', 'movie', 'times', 'for', 'movies', 'playing', 'in', 'the', 'neighborhood']","['find', 'the', 'movie', 'times', 'for', 'movies', 'playing', 'in', 'the', 'neighborhood']","['find', 'the', 'movie', 'times', 'for', 'movies', 'playing', 'in', 'the', 'neighborhood']"
11449,give this chronicle a 4 out of 6,RateBook,2,"['give', 'this', 'chronicle', 'a', '4', 'out', 'of', '6']","['give', 'this', 'chronicle', 'a', '4', 'out', 'of', '6']","['give', 'this', 'chronicle', 'a', '4', 'out', 'of', '6']"
11450,play some caribou from the sixties,PlayMusic,0,"['play', 'some', 'caribou', 'from', 'the', 'sixties']","['play', 'some', 'caribou', 'from', 'the', 'sixties']","['play', 'some', 'from', 'the', 'sixties']"
11451,play scott la rock from stella on slacker,PlayMusic,0,"['play', 'scott', 'la', 'rock', 'from', 'stella', 'on', 'slacker']","['play', 'scott', 'la', 'rock', 'from', 'stella', 'on', 'slacker']","['play', 'scott', 'la', 'rock', 'from', 'on', 'slacker']"
11452,find a picture called neighbourhood ,SearchCreativeWork,6,"['find', 'a', 'picture', 'called', 'neighbourhood']","['find', 'a', 'picture', 'called', 'neighbourhood']","['find', 'a', 'picture', 'called', 'neighbourhood']"
11453,what time is hold that blonde playing at the closest cinema,SearchScreeningEvent,3,"['what', 'time', 'is', 'hold', 'that', 'blonde', 'playing', 'at', 'the', 'closest', 'cinema']","['what', 'time', 'is', 'hold', 'that', 'blonde', 'playing', 'at', 'the', 'closest', 'cinema']","['what', 'time', 'is', 'that', 'playing', 'at', 'the', 'closest', 'cinema']"
11454,i m looking for the saga why men leave home,SearchCreativeWork,6,"['i', 'm', 'looking', 'for', 'the', 'saga', 'why', 'men', 'leave', 'home']","['i', 'm', 'looking', 'for', 'the', 'saga', 'why', 'men', 'leave', 'home']","['i', 'm', 'looking', 'for', 'the', 'saga', 'why', 'men', 'home']"
11455,what movies are playing douglas theatre company,SearchScreeningEvent,3,"['what', 'movies', 'are', 'playing', 'douglas', 'theatre', 'company']","['what', 'movies', 'are', 'playing', 'douglas', 'theatre', 'company']","['what', 'movies', 'are', 'playing', 'douglas', 'theatre', 'company']"
11456,what is the weather forecast for nicaragua,GetWeather,5,"['what', 'is', 'the', 'weather', 'forecast', 'for', 'nicaragua']","['what', 'is', 'the', 'weather', 'forecast', 'for', 'nicaragua']","['what', 'is', 'the', 'weather', 'forecast', 'for']"
11457,play the album resurrection in blood from sleepy brown on itunes ,PlayMusic,0,"['play', 'the', 'album', 'resurrection', 'in', 'blood', 'from', 'sleepy', 'brown', 'on', 'itunes']","['play', 'the', 'album', 'resurrection', 'in', 'blood', 'from', 'sleepy', 'brown', 'on', 'itunes']","['play', 'the', 'album', 'in', 'blood', 'from', 'brown', 'on', 'itunes']"
11458,rate the apocalisse saga one out of 6 points,RateBook,2,"['rate', 'the', 'apocalisse', 'saga', 'one', 'out', 'of', '6', 'points']","['rate', 'the', 'apocalisse', 'saga', 'one', 'out', 'of', '6', 'points']","['rate', 'the', 'saga', 'one', 'out', 'of', '6', 'points']"
11459,i want to watch the tv show tales from space: about a blob,SearchCreativeWork,6,"['i', 'want', 'to', 'watch', 'the', 'tv', 'show', 'tales', 'from', 'space', ':', 'about', 'a', 'blob']","['i', 'want', 'to', 'watch', 'the', 'tv', 'show', 'tales', 'from', 'space', ':', 'about', 'a', 'blob']","['i', 'want', 'to', 'watch', 'the', 'tv', 'show', 'tales', 'from', 'space', ':', 'about', 'a']"
11460,i need to see some movie schedules,SearchScreeningEvent,3,"['i', 'need', 'to', 'see', 'some', 'movie', 'schedules']","['i', 'need', 'to', 'see', 'some', 'movie', 'schedules']","['i', 'need', 'to', 'see', 'some', 'movie', 'schedules']"
11461,what movies are showing in the neighbourhood,SearchScreeningEvent,3,"['what', 'movies', 'are', 'showing', 'in', 'the', 'neighbourhood']","['what', 'movies', 'are', 'showing', 'in', 'the', 'neighbourhood']","['what', 'movies', 'are', 'showing', 'in', 'the', 'neighbourhood']"
11462,add to my playlist house afterwork this tune,AddToPlaylist,1,"['add', 'to', 'my', 'playlist', 'house', 'afterwork', 'this', 'tune']","['add', 'to', 'my', 'playlist', 'house', 'afterwork', 'this', 'tune']","['add', 'to', 'my', 'playlist', 'house', 'afterwork', 'this', 'tune']"
11463,where can i find the trailer for sensations of 1945,SearchCreativeWork,6,"['where', 'can', 'i', 'find', 'the', 'trailer', 'for', 'sensations', 'of', '1945']","['where', 'can', 'i', 'find', 'the', 'trailer', 'for', 'sensations', 'of', '1945']","['where', 'can', 'i', 'find', 'the', 'trailer', 'for', 'of']"
11464,the only snow in havana deserves a best rating of 6 and 5 points,RateBook,2,"['the', 'only', 'snow', 'in', 'havana', 'deserves', 'a', 'best', 'rating', 'of', '6', 'and', '5', 'points']","['the', 'only', 'snow', 'in', 'havana', 'deserves', 'a', 'best', 'rating', 'of', '6', 'and', '5', 'points']","['the', 'only', 'snow', 'in', 'deserves', 'a', 'best', 'rating', 'of', '6', 'and', '5', 'points']"
11465,book verdure serving restaurant in bloom city,BookRestaurant,4,"['book', 'verdure', 'serving', 'restaurant', 'in', 'bloom', 'city']","['book', 'verdure', 'serving', 'restaurant', 'in', 'bloom', 'city']","['book', 'serving', 'restaurant', 'in', 'city']"
11466,add this track to epic wall of sound,AddToPlaylist,1,"['add', 'this', 'track', 'to', 'epic', 'wall', 'of', 'sound']","['add', 'this', 'track', 'to', 'epic', 'wall', 'of', 'sound']","['add', 'this', 'track', 'to', 'epic', 'wall', 'of', 'sound']"
11467,show me neurotoxicology,SearchCreativeWork,6,"['show', 'me', 'neurotoxicology']","['show', 'me', 'neurotoxicology']","['show', 'me']"
11468,book the best eastern european restaurant for 5 people at two o clock in cohocton wy ,BookRestaurant,4,"['book', 'the', 'best', 'eastern', 'european', 'restaurant', 'for', '5', 'people', 'at', 'two', 'o', 'clock', 'in', 'cohocton', 'wy']","['book', 'the', 'best', 'eastern', 'european', 'restaurant', 'for', '5', 'people', 'at', 'two', 'o', 'clock', 'in', 'cohocton', 'wy']","['book', 'the', 'best', 'eastern', 'european', 'restaurant', 'for', '5', 'people', 'at', 'two', 'o', 'clock', 'in', 'wy']"
11469,put a rating of 0 out of 6 to this chronicle,RateBook,2,"['put', 'a', 'rating', 'of', '0', 'out', 'of', '6', 'to', 'this', 'chronicle']","['put', 'a', 'rating', 'of', '0', 'out', 'of', '6', 'to', 'this', 'chronicle']","['put', 'a', 'rating', 'of', '0', 'out', 'of', '6', 'to', 'this', 'chronicle']"
11470,please add tobymac s song onto the indiespensables playlist ,AddToPlaylist,1,"['please', 'add', 'tobymac', 's', 'song', 'onto', 'the', 'indiespensables', 'playlist']","['please', 'add', 'tobymac', 's', 'song', 'onto', 'the', 'indiespensables', 'playlist']","['please', 'add', 's', 'song', 'onto', 'the', 'playlist']"
